order_id,order_date,region,product_category,sales_rep,customer_segment,units_sold,unit_price,discount_pct,satisfaction_score,revenue
S-101081,2025-01-30,, furniture,john lee,SMB ,44.0,$182.90,5%,3.51,7645.22
S-101082,2025-01-18,EAST,Electronics,SAM PATEL,SMB,25.0,$282.39,20%,4.15,5647.8
S-101083,2024-08-10,North, furniture,SAM PATEL,SMB,32.0,$142.78,20%,3.29,3655.17
S-101084,2024-03-21,North,Office Supplies,john lee,Government,16.0,$305.49,5%,3.97,4643.45
S-101085,2024-12-01,North, furniture,Lena Park,SMB,99.0,$199.34,5%,3.47,18747.93
S-101086,2024-11-16,North,Office Supplies,Aisha Karimova,SMB,95.0,$338.52,5%,4.06,30551.43
S-101087,2025-01-31,EAST,Industrial,Aisha Karimova,SMB,18.0,$206.62,5%,3.82,3533.2
S-101088,2024-09-17,Central, furniture,Aisha Karimova,Retail,64.0, 85 ,20%,3.45,4352.0
S-101089,2024-02-26,West ,Office Supplies,Aisha Karimova,Enterprise,77.0,$255.26,0%,3.74,19655.02
S-101090,2024-07-20,North, furniture,Lena Park,Government,75.0,$303.23,5%,3.59,21605.14
S-101091,2024-06-28,EAST,Industrial,Maria Gomez ,SMB ,118.0,"1,950",20%,3.38,184080.0
S-101092,2024-12-03,North,Electronics,john lee,Government,77.0,$98.61,10%,4.7,6833.67
S-101093,2024-06-06,Central,Electronics,Maria Gomez ,SMB,605.0,$325.75,10%,3.9,177370.88
S-101094,2024-05-11,North,Office Supplies,Maria Gomez ,retail ,4.0,$232.55,5%,,883.69
S-101095,2024-02-02,West ,Home Goods,john lee,Enterprise,10.0,$307.11,0%,3.76,3071.1
S-101096,2024-11-30, south,Home Goods,Aisha Karimova,SMB ,74.0,$298.67,5%,4.6,20996.5
S-101097,2024-10-29,West ,electronics,SAM PATEL,Government,109.0,$174.27,0%,3.68,18995.43
S-101098,2024-01-17,EAST,Home Goods,Aisha Karimova,SMB,48.0,$162.24,0%,4.92,7787.52
S-101099,2024-06-22,West ,Office Supplies,Lena Park,Enterprise,77.0,$295.71,0%,3.63,22769.67
S-101100,2024-07-10, south,Electronics,john lee,Government,25.0,$214.22,5%,4.38,5087.72
S-101101,2024-07-06,Central,Electronics,SAM PATEL,SMB ,55.0,$319.60,0%,4.67,17578.0
S-101102,2025-01-02,EAST,Electronics,Lena Park,Government,90.0,$224.85,,4.35,20236.5
S-101103,2024-03-01,West , furniture,Aisha Karimova,SMB,79.0,$326.99,0%,3.34,25832.21
S-101104,2024-05-02,Central,Office Supplies,Aisha Karimova,retail ,14.0,$275.98,5%,3.58,3670.53
S-101105,2024-03-13,, furniture,Lena Park,SMB,105.0,$264.48,20%,4.74,22216.32
S-101106,2024-04-07, south,electronics,Maria Gomez ,SMB,111.0,$208.21,0%,3.66,23111.31
S-101107,2024-12-28, south,Office Supplies,SAM PATEL,SMB ,57.0,$259.76,10%,4.64,13325.69
S-101108,2025-01-11, south,Home Goods,Aisha Karimova,SMB,41.0,$341.39,20%,3.86,11197.59
S-101109,2024-01-18, south,Home Goods,john lee,SMB,64.0,$235.39,10%,4.18,13558.46
S-101110,2024-09-09,EAST, furniture,Maria Gomez ,SMB,96.0,$45.00 ,5%,3.34,4104.0
S-101111,2024-04-03,, furniture,Lena Park,Enterprise,54.0,$243.94,15 %,3.77,11196.85
S-101112,2024-03-18,,electronics,john lee,SMB,4.0,$250.59,10%,3.62,902.12
S-101113,2024-04-26,EAST,electronics,Lena Park,Retail,9.0,$386.49,5%,4.22,3304.49
S-101114,2024-03-18,West , furniture,SAM PATEL,Government,97.0,$342.15,0%,4.15,33188.55
S-101115,2024-07-15,Central, furniture,Aisha Karimova,SMB,94.0,$246.75,0%,4.35,23194.5
S-101116,2025-02-02,Central,Home Goods,john lee,SMB,92.0,$258.23,15 %,3.83,3949232.8165226798
S-101117,2024-08-22,North,electronics,john lee,Retail,16.0,$180.34,5%,3.59,2741.17
S-101118,2024-10-16,EAST,Electronics,Maria Gomez ,SMB,21.0,$225.30,0%,,4731.3
S-101119,2024-07-16,Central,Office Supplies,SAM PATEL,Enterprise,47.0,$266.30,10%,3.53,11264.49
S-101120,2024-01-06, south,Industrial,Maria Gomez ,Government,28.0,$312.30,20%,4.69,6995.52
S-101121,2024-02-03,EAST,Electronics,john lee,Retail,47.0,$303.68,0%,4.04,14272.96
S-101122,2024-04-17,,Industrial,SAM PATEL,,67.0,$145.71,0%,3.92,9762.57
S-101123,2024-04-07,,Electronics,SAM PATEL,Enterprise,34.0,$323.04,5%,4.35,10434.19
S-101124,2024-12-02,Central,Office Supplies,Maria Gomez ,retail ,15.0,$232.45,10%,4.06,3138.08
S-101125,2024-12-03,Central,Office Supplies,Maria Gomez ,Retail,48.0,$156.11,10%,3.19,6743.95
S-101126,03/15/2024, south,Electronics,john lee,retail ,86.0,$353.59,20%,3.52,24326.99
S-101127,2024-09-12, south,Industrial,SAM PATEL,Government,74.0,$364.38,0%,4.68,26964.12
S-101128,2024-08-10,EAST,Office Supplies,john lee,retail ,39.0,$262.42,5%,4.15,9722.66
S-101129,2024-09-16,EAST,Industrial,john lee,SMB,38.0,$300.25,5%,3.18,10839.02
S-101130,2024-06-11,EAST, furniture,Aisha Karimova,Enterprise,70.0,$305.23,5%,4.29,20297.8
S-101131,2024-09-25,West ,Industrial,SAM PATEL,Government,21.0,$358.64,10%,3.79,6778.3
S-101132,2024-11-13, south,Industrial,SAM PATEL,Enterprise,100.0,$301.89,15 %,3.62,25660.65
S-101133,2024-11-01,West ,electronics,john lee,Government,,$127.15,5%,3.47,0.0
S-101134,2024-09-02, south, furniture,Lena Park,Retail,4.0,$410.83,15 %,4.65,1396.82
S-101135,2024-01-24, south,Home Goods,Lena Park,Government,116.0,$330.58,0%,3.02,38347.28
S-101136,2024-10-16,North,electronics,Aisha Karimova,retail ,3.0,$196.69,10%,3.64,3677039.8056678576
S-101137,2024-05-26,North,Industrial,SAM PATEL,Retail,55.0,$152.48,5%,4.17,7967.08
S-101138,2024-10-24,Central,Office Supplies,Maria Gomez ,,,$282.91,10%,4.97,0.0
S-101139,2024-08-03,EAST, furniture,,Retail,39.0,$216.35,0%,4.4,8437.65
S-101140,2024-12-18, south,Electronics,john lee,Retail,25.0,$268.05,,3.63,6701.25
S-101141,2024-05-15,West ,Home Goods,john lee,Enterprise,6.0,$303.19,20%,,1455.31
S-101142,2025-01-07,EAST,,Maria Gomez ,retail ,87.0,$191.85,15 %,3.35,14187.31
S-101143,2024-12-03,North,Electronics,john lee,Retail,5.0,$145.13,20%,4.25,580.52
S-101144,2024-05-12, south,Home Goods,SAM PATEL,Enterprise,58.0,$272.79,0%,4.37,15821.82
S-101145,2024-07-12,North,Industrial,Maria Gomez ,Government,47.0,$194.66,10%,3.62,
S-101146,2024-07-31,West ,Electronics,john lee,Government,116.0,$252.42,5%,4.48,27816.68
S-101147,2024-11-03, south,Electronics,Maria Gomez ,Retail,111.0,$125.82,20%,3.82,11172.82
S-101148,2024-10-02,North,Home Goods,Lena Park,SMB,98.0,$218.56,5%,4.48,20347.94
S-101149,2024-12-06,North,electronics,Lena Park,Government,87.0,$300.77,5%,3.09,24858.64
S-101150,2024-05-27,EAST,Electronics,Maria Gomez ,Retail,65.0,$291.50,10%,4.28,17052.75
S-101151,2024-07-20,North,Industrial,john lee,Retail,42.0,$172.99,0%,3.87,
S-101152,2024-06-21,Central,Office Supplies,Aisha Karimova,Retail,20.0,$140.70,15 %,4.73,2391.9
S-101153,2024-12-29,North,Industrial,Lena Park,SMB,116.0,$241.34,5%,4.08,26595.67
S-101154,2024-05-01,West ,Industrial,SAM PATEL,Retail,46.0,$287.69,10%,4.79,11910.37
S-101155,2024-08-22,EAST,Home Goods,Maria Gomez ,Government,52.0,$274.44,20%,4.38,11416.7
S-101156,2024-02-18,EAST,Office Supplies,Lena Park,,17.0,$196.47,10%,4.03,3005.99
S-101157,2024-12-06,North, furniture,Aisha Karimova,Retail,33.0,$265.32,5%,4.53,8317.78
S-101158,2024-06-02,Central,Office Supplies,SAM PATEL,Enterprise,76.0,$367.70,0%,4.54,27945.2
S-101159,2024-05-16,Central,Electronics,john lee,Retail,51.0,$257.44,0%,4.36,13129.44
S-101160,2024-08-21,North,electronics,Aisha Karimova,Retail,70.0,$101.18,0%,2.84,7082.6
S-101161,2024-07-18,North,Electronics,Maria Gomez ,Government,26.0,$257.27,10%,,6020.12
S-101162,2024-12-05,Central,Office Supplies,john lee,SMB,10.0,$413.74,5%,4.86,3930.53
S-101163,,EAST,Electronics,Lena Park,SMB ,106.0,$130.57,5%,3.41,13148.4
S-101164,2024-07-25,North, furniture,john lee,SMB,52.0,$242.53,5%,4.59,11980.98
S-101165,2024-02-11,North, furniture,Lena Park,Retail,43.0,$220.76,20%,4.49,7594.14
S-101166,2024-01-09,West ,electronics,SAM PATEL,SMB,35.0,$248.15,0%,3.7,8685.25
S-101167,2024-06-08,West ,Home Goods,SAM PATEL,Retail,79.0,$256.51,5%,3.0,19251.08
S-101168,2025-02-03,West ,Electronics,Lena Park,Government,68.0,$336.90,10%,3.79,20618.28
S-101169,2025-01-01,Central,Industrial,Maria Gomez ,Enterprise,47.0,,0%,5.24,0.0
S-101170,2024-09-08,EAST,Industrial,john lee,SMB,111.0,$348.57,20%,3.63,30953.02
S-101171,2024-09-09, south, furniture,Aisha Karimova,SMB,108.0,$230.00,0%,3.66,24840.0
S-101172,2024-06-05,EAST,electronics,john lee,Enterprise,24.0,$210.24,10%,3.55,4541.18
S-101173,2024-03-12, south,Office Supplies,Lena Park,Government,77.0,$183.12,10%,4.77,12690.22
S-101174,2024-01-04, south,Electronics,Maria Gomez ,Retail,116.0,$85.55,15 %,3.97,8435.23
S-101175,2024-05-15,North,Office Supplies,john lee,Retail,59.0,$263.44,10%,3.76,13988.66
S-101176,2024-05-06, south,Electronics,john lee,Retail,4.0,$414.59,15 %,4.88,1409.61
S-101177,2024-03-17,West ,Industrial,Maria Gomez ,SMB,16.0,$278.95,5%,4.42,4240.04
S-101178,2024-04-13,North,Industrial,SAM PATEL,SMB,80.0,$298.37,10%,3.59,21482.64
S-101179,2024-01-10,EAST,Industrial,john lee,Retail,108.0,$204.89,15 %,3.43,18808.9
S-101180,2024-08-31,West ,electronics,SAM PATEL,SMB,16.0,$219.23,10%,4.74,3156.91
S-101181,2025-01-05,West ,electronics,SAM PATEL,SMB,66.0,$323.69,10%,4.11,19227.19
S-101182,2024-10-03,Central,,Lena Park,Retail,60.0,$410.74,5%,3.25,23412.18
S-101183,2024-06-28,Central, furniture,john lee,SMB ,34.0,$366.48,5%,3.12,11837.3
S-101184,2024-06-17,West ,Electronics,SAM PATEL,Enterprise,,"1,950",5%,3.49,0.0
S-101185,2024-05-03,North,electronics,Aisha Karimova,SMB,105.0,$242.99,0%,3.42,25513.95
S-101186,2024-02-26,EAST, furniture,john lee,SMB,29.0,$257.83,5%,2.97,7103.22
S-101187,2024-08-27,West , furniture,SAM PATEL,retail ,7.0,$175.95,0%,3.5,1231.65
S-101188,2024-08-14, south,Electronics,SAM PATEL,Government,43.0,$116.91,10%,3.59,4524.42
S-101189,2024-01-03,North,electronics,Aisha Karimova,Enterprise,38.0,$144.22,15 %,3.85,
S-101190,2024-06-15, south, furniture,Lena Park,SMB,87.0,$244.23,10%,5.03,19123.21
S-101191,2024-04-21,EAST,Electronics,Aisha Karimova,SMB ,64.0,$215.18,15 %,3.95,11705.79
S-101192,2024-03-09,EAST,Electronics,SAM PATEL,Government,3.0,$115.10,0%,4.01,345.3
S-101193,2024-10-08,North,Office Supplies,,Government,41.0,$236.83,0%,4.38,9710.03
S-101194,2024-07-29,Central,Industrial,Maria Gomez ,Retail,88.0,$212.93,15 %,3.97,15927.16
S-101195,2024-09-10,Central, furniture,Lena Park,Retail,57.0,$140.31,15 %,4.32,6798.02
S-101196,2024-10-12,North,Home Goods,SAM PATEL,Enterprise,67.0,$208.53,15 %,4.25,11875.78
S-101197,2025-01-27,Central,Home Goods,Lena Park,SMB,32.0,$212.72,10%,4.17,6126.34
S-101198,2024-11-17,North, furniture,SAM PATEL,Enterprise,39.0,$187.59,15 %,5.62,6218.61
S-101199,2024-09-05,Central,Industrial,SAM PATEL,Government,16.0,$318.77,15 %,4.6,4335.27
S-101200,2024-12-17,Central,Home Goods,john lee,retail ,10.0,$78.25,15 %,3.51,665.12
S-101201,2024-07-10,North,electronics,SAM PATEL,retail ,5.0,$71.21,15 %,4.3,302.64
S-101202,2025-01-28,Central,Electronics,john lee,SMB,75.0,$240.28,0%,3.66,18021.0
S-101203,2024-10-31,,Electronics,,retail ,19.0,$248.17,0%,4.35,4715.23
S-101204,2024-09-17,Central,,john lee,Enterprise,69.0,$274.36,5%,3.34,17984.3
S-101205,,,Home Goods,john lee,Government,114.0,$194.19,10%,3.49,19923.89
S-101206,2024-07-25,EAST,Industrial,Lena Park,SMB,83.0,$161.98,15 %,,11427.69
S-101207,2024-10-15,North,Industrial,john lee,Government,69.0,$239.38,5%,4.65,15691.36
S-101208,2024-04-23,Central,Electronics,john lee,SMB,14.0,$202.47,5%,4.38,2692.85
S-101209,2025-01-20,West ,Home Goods,SAM PATEL,Enterprise,59.0,$371.84,15 %,4.57,18647.78
S-101210,2024-09-06,West ,Office Supplies,Aisha Karimova,Retail,107.0,$212.44,5%,4.31,21594.53
S-101211,2024-11-08,EAST,Home Goods,Aisha Karimova,Government,,$235.48,15 %,4.19,0.0
S-101212,2024-07-03,EAST,Electronics,Maria Gomez ,Enterprise,99.0,$450.41,0%,3.82,44590.59
S-101213,2024-12-12,North, furniture,john lee,retail ,85.0,$223.45,5%,4.55,18043.59
S-101214,2024-01-30,West ,Home Goods,john lee,SMB,32.0,$287.27,5%,4.66,8733.01
S-101215,2024-02-15,North,Home Goods,Aisha Karimova,Government,17.0,$294.94,5%,4.07,4763.28
S-101216,2024-07-21,West ,electronics,john lee,retail ,3.0,$302.17,0%,4.04,906.51
S-101217,2024-10-19,Central, furniture,john lee,Government,33.0,$264.61,5%,4.98,8295.52
S-101218,2024-11-19,EAST, furniture,Aisha Karimova,SMB ,40.0,$256.48,5%,4.09,9746.24
S-101219,2024-06-25,EAST,,SAM PATEL,Government,79.0,$248.53,5%,4.14,18652.18
S-101220,2024-09-16, south,Office Supplies,SAM PATEL,SMB,69.0,$191.04,15 %,,11204.5
S-101221,2024-08-09,,Office Supplies,Aisha Karimova,Enterprise,58.0,$267.67,0%,4.05,15524.86
S-101222,2025-01-19,West ,electronics,john lee,,87.0,$412.43,5%,3.65,34087.34
S-101223,2024-09-18, south,Office Supplies,Lena Park,Enterprise,92.0,$342.91,0%,4.31,31547.72
S-101224,2024-06-15,North,electronics,SAM PATEL,Retail,85.0,$265.83,20%,4.08,18076.44
S-101225,2025-01-22,North,Office Supplies,Maria Gomez ,Retail,107.0,$312.75,15 %,5.11,28444.61
S-101226,2024-02-12,EAST,Industrial,Maria Gomez ,Government,43.0,$166.12,,4.53,7143.16
S-101227,2025-01-28,Central,Industrial,john lee,SMB,98.0,,20%,3.77,0.0
S-101228,2024-03-02,West ,Industrial,Lena Park,retail ,51.0,$320.57,5%,4.5,15531.62
S-101229,2024-04-25,North,electronics,Lena Park,SMB,22.0,$366.41,15 %,4.27,6851.87
S-101230,2024-11-24,Central,Office Supplies,Lena Park,Government,18.0,$174.48,5%,4.82,2983.61
S-101231,2024-10-20, south,Home Goods,john lee,SMB,11.0,$198.89,20%,3.81,1750.23
S-101232,2025-01-23,Central,Industrial,john lee,Government,114.0,$425.42,5%,4.2,46072.99
S-101233,2024-10-26, south,electronics,Aisha Karimova,Government,21.0,$248.18,5%,4.05,4951.19
S-101234,2024-09-11,West ,Home Goods,john lee,,100.0,$394.99,20%,4.13,31599.2
S-101235,2024-05-18,Central,Home Goods,john lee,Government,94.0,$257.58,20%,3.61,19370.02
S-101236,2024-01-02, south,Home Goods,SAM PATEL,retail ,53.0,$260.93,,4.42,13829.29
S-101237,2024-02-19,West ,Home Goods,Aisha Karimova,Enterprise,109.0,$214.03,0%,4.33,23329.27
S-101238,2024-04-29,, furniture,Lena Park,Retail,109.0,$320.12,5%,4.81,33148.43
S-101239,2024-01-17,North,Office Supplies,Aisha Karimova,,111.0,,5%,4.09,0.0
S-101240,2024-07-22,North,electronics,Aisha Karimova,retail ,60.0,$152.02,5%,3.87,8665.14
S-101241,2024-11-06,West ,Electronics,Lena Park,Enterprise,36.0,$210.04,10%,4.53,6805.3
S-101242,2025-01-20, south,Industrial,SAM PATEL,Government,6.0,$317.78,5%,3.66,1811.35
S-101243,2024-07-14,North,electronics,john lee,Retail,101.0,$228.99,15 %,4.7,19658.79
S-101244,2024-12-16,EAST,Electronics,SAM PATEL,Government,104.0,$198.06,5%,4.7,19568.33
S-101245,2025-01-29,West ,Home Goods,john lee,Retail,64.0,$325.81,15 %,4.79,17724.06
S-101246,2024-12-09, south,Home Goods,Aisha Karimova,SMB,9.0,$333.79,20%,4.31,2403.29
S-101247,2024-07-04, south,Home Goods,Maria Gomez ,SMB,98.0,$201.78,10%,3.83,17797.0
S-101248,2024-05-10,Central,Office Supplies,john lee,SMB,36.0,$258.05,5%,4.16,8825.31
S-101249,2025-01-26,EAST,Industrial,SAM PATEL,Enterprise,66.0,$137.28,5%,4.31,8607.46
S-101250,2024-04-06,Central,Office Supplies,john lee,SMB ,79.0,"1,950",0%,3.79,154050.0
S-101251,2024-06-13,EAST,electronics,SAM PATEL,SMB,18.0,$250.55,15 %,4.83,3833.42
S-101252,2024-01-30,Central,Electronics,Lena Park,Enterprise,8.0,$242.67,10%,4.42,1747.22
S-101253,2024-11-13,West ,electronics,Aisha Karimova,Government,10.0,$157.82,0%,3.61,1578.2
S-101254,2024-09-16,North,Home Goods,Aisha Karimova,Government,115.0,"1,950",,5.14,224250.0
S-101255,2024-02-03,Central,electronics,Maria Gomez ,Retail,114.0,$149.47,10%,4.15,15335.62
S-101256,2024-03-29,EAST,Office Supplies,Lena Park,SMB ,51.0,$278.68,20%,3.5,11370.14
S-101257,2024-08-10,North,Home Goods,SAM PATEL,Retail,51.0,$72.75,5%,3.64,3524.74
S-101258,2024-08-04,North,Home Goods,SAM PATEL,Enterprise,49.0,$154.02,,,7546.98
S-101259,2024-11-16,West , furniture,Maria Gomez ,Enterprise,42.0,$81.65,5%,5.1,3257.84
S-101260,2024-04-16,North,Industrial,john lee,Government,65.0,$275.62,5%,4.66,17019.54
S-101261,2025-01-04, south,Home Goods,Maria Gomez ,Retail,43.0,$86.77,20%,4.83,2984.89
S-101262,2024-06-26,North,,john lee,Retail,74.0,$242.70,20%,4.77,14367.84
S-101263,2024-11-25,EAST,,SAM PATEL,Government,46.0,$379.36,10%,,15705.5
S-101264,2024-04-05,EAST,Industrial,Aisha Karimova,Retail,75.0,$382.24,0%,,28668.0
S-101265,2024-01-15,EAST,Home Goods,john lee,SMB,113.0,$86.50,5%,4.4,9285.78
S-101266,2024-01-23, south,electronics,Maria Gomez ,Government,,$265.36,15 %,4.5,0.0
S-101267,,North,Electronics,Maria Gomez ,Enterprise,8.0,$155.94,20%,3.69,998.02
S-101268,2025-01-16,West ,electronics,SAM PATEL,Retail,63.0,$138.58,5%,4.5,8294.01
S-101269,2024-01-20, south,Home Goods,Maria Gomez ,retail ,15.0,$230.36,0%,4.9,3455.4
S-101270,2024-05-27,West ,Office Supplies,Lena Park,,28.0,$344.40,10%,3.99,8678.88
S-101271,2024-02-13,North,Industrial,Lena Park,SMB,94.0,$290.97,15 %,3.93,23248.5
S-101272,2025-01-07,North,Electronics,Lena Park,Retail,50.0,$179.21,5%,4.36,8512.48
S-101273,2024-09-27, south,Office Supplies,SAM PATEL,Retail,66.0,$299.93,10%,3.74,17815.84
S-101274,2024-11-01,EAST,Office Supplies,SAM PATEL,SMB,93.0,$49.28,,3.38,4583.04
S-101275,2024-10-12, south,Office Supplies,SAM PATEL,,16.0,$176.00,5%,4.73,2675.2
S-101276,2024-09-19,Central,Electronics,Maria Gomez ,retail ,57.0,$169.97,10%,3.85,8719.46
S-101277,2024-11-05, south,Electronics,john lee,Retail,5.0,$246.66,10%,4.11,1109.97
S-101278,2024-01-04,EAST,Industrial,SAM PATEL,SMB,60.0,$222.76,10%,3.76,12029.04
S-101279,2024-12-12,West ,Office Supplies,Aisha Karimova,Retail,27.0,$227.97,20%,4.8,4924.15
S-101280,2024-10-22,North,Electronics,Aisha Karimova,retail ,109.0,$225.15,10%,4.57,22087.22
S-101281,2024-10-22,EAST,Electronics,Lena Park,,32.0,$241.90,10%,3.97,6966.72
S-101282,2024-06-06, south,Office Supplies,Aisha Karimova,Enterprise,24.0,$285.91,0%,3.45,6861.84
S-101283,2024-11-16,EAST,Electronics,Maria Gomez ,Retail,2.0,$252.69,15 %,3.91,429.57
S-101284,2024-06-01,North,Home Goods,SAM PATEL,SMB,16.0,$215.83,0%,4.41,3453.28
S-101285,2024-01-20,Central,Home Goods,Aisha Karimova,Retail,26.0,$274.15,0%,4.2,7127.9
S-101286,2024-12-29,Central, furniture,Lena Park,Retail,28.0,$310.22,10%,4.16,7817.54
S-101287,2024-04-03,North,electronics,Aisha Karimova,Enterprise,88.0,$192.74,10%,4.22,15265.01
S-101288,2024-02-10,West ,Electronics,Lena Park,SMB,,$234.95,,4.52,0.0
S-101289,2024-09-05,Central, furniture,Lena Park,Government,102.0,$338.76,15 %,4.08,29370.49
S-101290,2024-04-03, south,Industrial,john lee,Government,114.0,$146.27,20%,4.35,13339.82
S-101291,2024-12-09,Central,electronics,Aisha Karimova,retail ,107.0,$393.40,5%,3.56,39989.11
S-101292,2024-06-26,West ,Industrial,john lee,SMB ,55.0,$126.17,10%,5.5,6245.42
S-101293,2024-01-02,Central, furniture,Maria Gomez ,SMB,47.0,$210.64,,3.94,9900.08
S-101294,2025-01-15,, furniture,john lee,retail ,78.0,$159.23,5%,4.21,11798.94
S-101295,2024-07-24,North,Office Supplies,,Government,606.0,$425.97,15 %,4.41,219417.15
S-101296,2024-04-15,EAST,Office Supplies,john lee,Retail,72.0,$197.22,10%,3.87,12779.86
S-101297,2024-09-27,EAST,,Lena Park,SMB,119.0,$197.43,5%,4.1,22319.46
S-101298,2024-07-31,North,Electronics,Aisha Karimova,Government,24.0,$208.49,10%,4.1,4503.38
S-101299,2024-01-12, south,Industrial,,retail ,92.0,$248.13,5%,3.6,21686.56
S-101300,2024-10-30,,Industrial,john lee,Government,112.0,$212.08,0%,4.34,23752.96
S-101301,2024-06-09,North,electronics,Maria Gomez ,retail ,64.0,$228.70,5%,3.19,
S-101302,2024-10-06,EAST, furniture,Maria Gomez ,Government,43.0,$-59.98,5%,5.06,-2450.18
S-101303,2024-12-24,Central,Office Supplies,Aisha Karimova,Retail,31.0,$244.86,5%,4.54,7211.13
S-101304,2024-09-01, south, furniture,Lena Park,Retail,615.0,$241.51,20%,4.45,118822.92
S-101305,2024-09-25,EAST,Home Goods,john lee,SMB,39.0,$328.28,5%,3.14,12162.77
S-101306,2024-04-11,,Office Supplies,Maria Gomez ,Government,89.0,$351.27,20%,3.66,25010.42
S-101307,2024-04-05,EAST,Industrial,Maria Gomez ,Retail,,$224.04,10%,4.86,0.0
S-101308,2024-06-15,North,electronics,SAM PATEL,Government,27.0,$309.38,0%,6.38,8353.26
S-101309,2024-12-07,North,Office Supplies,Aisha Karimova,Retail,65.0,$146.37,5%,4.76,
S-101310,2024/08/03,Central,Home Goods,Aisha Karimova,SMB,97.0,$305.22,20%,4.67,23685.07
S-101311,2024-05-19, south,Office Supplies,Aisha Karimova,SMB,2.0,$191.34,10%,4.39,344.41
S-101312,2024-11-07,EAST,Industrial,john lee,Retail,3.0,"$1,299.99",20%,3.63,3119.98
S-101313,2024-12-07,North,Electronics,Aisha Karimova,SMB ,115.0,$224.22,5%,4.65,24496.04
S-101314,2024-12-27,EAST,,Lena Park,SMB,90.0,$359.04,15 %,3.49,27466.56
S-101315,2024-04-29,Central,Home Goods,Maria Gomez ,Enterprise,69.0,$255.39,15 %,3.43,14978.62
S-101316,2024-10-10,EAST,Industrial,SAM PATEL,Enterprise,108.0,$367.20,,3.4,39657.6
S-101317,2024-08-24,,Office Supplies,john lee,SMB,71.0,$176.36,0%,4.64,12521.56
S-101318,2024-06-28, south,Industrial,john lee,Enterprise,62.0,$329.07,,4.07,20402.34
S-101319,2024-06-07,EAST, furniture,Maria Gomez ,Government,26.0, 85 ,5%,4.16,2099.5
S-101320,2024-02-15,Central,Home Goods,john lee,Enterprise,97.0,$259.15,20%,4.09,20110.04
S-101321,2024-04-19,EAST,Electronics,john lee,SMB,92.0,$258.42,10%,3.48,21397.18
S-101322,2024-08-07, south, furniture,Maria Gomez ,Enterprise,36.0,$296.23,10%,3.73,9597.85
S-101323,2024-12-20,Central,Office Supplies,Maria Gomez ,Enterprise,88.0,$261.31,5%,,21845.52
S-101324,2024-12-12, south, furniture,,SMB,,$177.17,15 %,3.33,0.0
S-101325,2024-03-16,EAST,Office Supplies,john lee,Enterprise,12.0,$314.83,5%,3.82,3589.06
S-101326,2024-09-28,,Industrial,Maria Gomez ,SMB,20.0,$387.19,10%,3.51,6969.42
S-101327,2024-02-03,North, furniture,Aisha Karimova,Government,71.0,$190.38,10%,4.42,12165.28
S-101328,2024-09-27, south,Home Goods,john lee,,75.0,$84.01,15 %,4.46,5355.64
S-101329,2024-05-16,North,Electronics,SAM PATEL,SMB ,79.0,$282.44,10%,3.39,20081.48
S-101330,2024-06-28, south,Home Goods,Aisha Karimova,Government,,$211.85,10%,3.94,0.0
S-101331,2024-10-14,North,Home Goods,SAM PATEL,Enterprise,100.0,$228.86,10%,5.12,20597.4
S-101332,2024-06-18,West ,Office Supplies,Maria Gomez ,Government,54.0,$287.28,10%,3.56,13961.81
S-101333,2024-11-18,North,Home Goods,Aisha Karimova,Retail,25.0,$201.21,10%,,
S-101334,2024-08-01,West ,Industrial,Lena Park,SMB,14.0,$217.15,15 %,4.16,2584.08
S-101335,2025-02-03, south,Home Goods,Maria Gomez ,retail ,105.0,$231.49,15 %,4.7,20660.48
S-101336,2024-09-12, south,Office Supplies,Lena Park,Retail,85.0,$364.93,10%,4.26,27917.14
S-101337,2024-04-28, south,Office Supplies,Maria Gomez ,,55.0,$242.56,5%,3.86,12673.76
S-101338,2024-11-06,West ,Home Goods,Lena Park,Government,25.0,$134.97,10%,4.14,3036.82
S-101339,2024-06-12,EAST, furniture,john lee,SMB,12.0,$138.35,0%,4.14,1660.2
S-101340,2024-08-01, south,Home Goods,Maria Gomez ,retail ,19.0,$251.83,5%,4.05,4545.53
S-101341,2024-02-24,Central, furniture,SAM PATEL,Enterprise,13.0,$144.00,15 %,3.37,
S-101342,2024-02-17,EAST,Home Goods,john lee,SMB,63.0,$107.20,5%,4.78,6415.92
S-101343,2024-08-17,North,Electronics,john lee,Government,24.0,$294.02,10%,4.69,2327043.21512721
S-101344,2024-03-15,Central,Electronics,,,16.0,$298.18,,3.53,
S-101345,2025-02-03, south,,Maria Gomez ,SMB,34.0,$208.71,5%,3.93,6741.33
S-101346,2024-12-08,North,Industrial,SAM PATEL,retail ,84.0,$264.96,0%,3.98,
S-101347,2024-10-07,EAST,Industrial,SAM PATEL,retail ,60.0,$255.99,0%,3.46,15359.4
S-101348,2024-10-20,North,Industrial,Lena Park,Retail,19.0,$291.21,5%,3.07,5256.34
S-101349,2024-08-26, south,Office Supplies,Lena Park,SMB,90.0,$291.40,15 %,3.73,22292.1
S-101350,2024-01-25,West , furniture,Maria Gomez ,Retail,59.0,$18.51,15 %,3.9,928.28
S-101351,2024-06-05,North,Electronics,john lee,Retail,23.0,$219.56,10%,3.31,4544.89
S-101352,2024-07-17,Central,Office Supplies,Aisha Karimova,retail ,83.0,$284.02,5%,4.2,22394.98
